,race_category,marital_status,arrest_year,admit_year,primary_offense,violent_offense_type,has_work_assignment,work_assignment,work_assignment_required,WA_break_up_boredom,WA_friendship,WA_early_release,WA_learn_job_skills,WA_make_spending_money
9460,black,never_married,2014,2014,property,nonviolent,no,no_WA,,,,,,
9461,black,never_married,2006,2007,violent,other_violent_offense,no,no_WA,,,,,,
9462,white,separated,2013,2013,violent,other_violent_offense,no,no_WA,,,,,,
9464,white,divorced,2013,2013,property,nonviolent,yes,general_services,yes,,,,,
9465,american_indian/alaska_native,divorced,2008,2009,drug,nonviolent,yes,janitorial,yes,,,,,
9466,hispanic/latino,married,2002,2004,violent,murder/manslaughter,no,no_WA,,,,,,
9468,white,married,2011,2014,drug,nonviolent,yes,janitorial,yes,,,,,
9469,white,widowed,2007,2009,violent,rape,no,no_WA,,,,,,
9471,white,married,2015,2015,property,nonviolent,yes,medical,yes,,,,,
9474,black,never_married,2014,2014,drug,nonviolent,yes,food,yes,,,,,
9475,american_indian/alaska_native,divorced,2007,2007,violent,other_violent_offense,yes,maintenance/repair/construction,yes,,,,,
9476,black,divorced,2008,2011,drug,nonviolent,yes,janitorial,yes,,,,,
9477,white,never_married,2013,2015,violent,other_violent_offense,yes,food,no,,,,,
9479,black,never_married,,2007,violent,,no,no_WA,,,,,,
9480,white,divorced,2014,2015,drug,nonviolent,yes,goods_production/industries,yes,,,,,
9482,white,separated,2012,2012,drug,nonviolent,no,no_WA,,,,,,
9483,white,married,2009,2011,drug,nonviolent,no,no_WA,,,,,,
9484,black,married,2003,2003,property,nonviolent,no,no_WA,,,,,,
9485,black,married,1998,1998,public_order,nonviolent,yes,general_services,yes,,,,,
9486,native_hawaiian/pacific_islander,never_married,2010,2010,property,nonviolent,no,no_WA,,,,,,
9487,black,never_married,2011,2016,violent,other_violent_offense,,,,,,,,
9488,black,never_married,2010,2012,violent,murder/manslaughter,yes,janitorial,yes,,,,,
9489,black,never_married,2007,2009,violent,murder/manslaughter,no,no_WA,,,,,,
9490,american_indian/alaska_native,separated,2013,2013,property,nonviolent,yes,food,yes,,,,,
9491,,never_married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
9492,white,never_married,2013,2013,violent,other_violent_offense,no,no_WA,,,,,,
9493,other,divorced,2012,2015,public_order,nonviolent,yes,general_services,yes,,,,,
9494,white,married,2014,2016,other,nonviolent,yes,food,yes,,,,,
9495,other,never_married,1999,2000,violent,rape,no,no_WA,,,,,,
9496,white,divorced,2015,2015,property,nonviolent,yes,food,yes,,,,,
9497,black,divorced,2015,2015,public_order,nonviolent,no,no_WA,,,,,,
9499,white,divorced,2011,2011,drug,nonviolent,yes,laundry,yes,,,,,
9500,white,married,2015,2015,drug,nonviolent,yes,general_services,yes,,,,,
9501,,never_married,2012,2015,drug,nonviolent,yes,janitorial,yes,,,,,
9502,white,married,2015,2016,property,nonviolent,no,no_WA,,,,,,
9503,white,never_married,2009,2010,violent,murder/manslaughter,yes,goods_production/industries,yes,,,,,
9505,black,widowed,2015,2015,violent,other_violent_offense,yes,general_services,yes,,,,,
9506,american_indian/alaska_native,widowed,2014,2016,drug,nonviolent,no,no_WA,,,,,,
9507,white,never_married,2003,2005,violent,murder/manslaughter,yes,other,yes,,,,,
9508,other,never_married,2009,2010,violent,murder/manslaughter,no,no_WA,,,,,,
9509,white,separated,2013,2014,drug,nonviolent,yes,general_services,yes,,,,,
9510,white,separated,,2013,violent,other_violent_offense,no,no_WA,,,,,,
9512,white,married,,2015,drug,nonviolent,yes,janitorial,yes,,,,,
9513,white,never_married,2015,2015,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
9514,white,divorced,2007,2008,violent,murder/manslaughter,yes,janitorial,yes,,,,,
9515,white,never_married,2016,2016,,,no,no_WA,,,,,,
9516,black,never_married,2013,2015,public_order,nonviolent,yes,laundry,yes,,,,,
9517,white,never_married,2014,2015,public_order,nonviolent,yes,other,yes,,,,,
9518,white,divorced,2015,2016,property,nonviolent,yes,janitorial,yes,,,,,
9519,white,never_married,2016,2016,property,nonviolent,no,no_WA,,,,,,
9520,hispanic/latino,never_married,2015,2015,property,nonviolent,yes,food,yes,,,,,
9521,black,never_married,2004,2004,violent,murder/manslaughter,yes,medical,yes,,,,,
9522,black,never_married,2013,2015,,,no,no_WA,,,,,,
9523,hispanic/latino,never_married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
9524,black,never_married,2007,2008,violent,murder/manslaughter,yes,food,yes,,,,,
9525,black,never_married,2015,2015,property,nonviolent,yes,food,yes,,,,,
9526,white,divorced,2011,2012,drug,nonviolent,yes,janitorial,yes,,,,,
9527,white,married,2016,2016,violent,other_violent_offense,yes,laundry,yes,,,,,
9528,black,never_married,2011,2012,violent,other_violent_offense,yes,general_services,yes,,,,,
9531,black,never_married,2005,2006,violent,other_violent_offense,no,no_WA,,,,,,
9532,white,never_married,2016,2016,,,no,no_WA,,,,,,
9533,white,widowed,2014,2015,property,nonviolent,yes,laundry,,,,,,
9534,american_indian/alaska_native,divorced,1998,2006,violent,,no,no_WA,,,,,,
9535,american_indian/alaska_native,never_married,2011,2011,property,nonviolent,yes,food,yes,,,,,
9536,white,never_married,2015,2015,public_order,nonviolent,yes,food,yes,,,,,
9537,black,never_married,2004,2006,violent,murder/manslaughter,no,no_WA,,,,,,
9539,american_indian/alaska_native,divorced,2014,2015,property,nonviolent,yes,general_services,yes,,,,,
9540,other,married,2015,2015,violent,,no,no_WA,,,,,,
9541,white,never_married,2014,2015,violent,other_violent_offense,yes,medical,yes,,,,,
9542,white,divorced,2011,2011,public_order,nonviolent,yes,goods_production/industries,yes,,,,,
9543,white,never_married,2013,2014,drug,nonviolent,no,no_WA,,,,,,
9544,hispanic/latino,married,2009,2010,drug,nonviolent,yes,janitorial,yes,,,,,
9545,white,divorced,2010,2011,violent,other_violent_offense,yes,goods_production/industries,yes,,,,,
9546,black,never_married,2014,2015,drug,nonviolent,yes,food,yes,,,,,
9547,black,never_married,2014,2015,,,no,no_WA,,,,,,
9548,white,never_married,2012,2016,drug,nonviolent,no,no_WA,,,,,,
9549,black,divorced,2004,2009,violent,murder/manslaughter,yes,general_services,yes,,,,,
9550,white,never_married,,2013,,,no,no_WA,,,,,,
9551,white,separated,2015,2016,violent,other_violent_offense,yes,general_services,yes,,,,,
9552,american_indian/alaska_native,never_married,2011,2013,violent,murder/manslaughter,yes,general_services,yes,,,,,
9553,white,divorced,2001,2003,violent,murder/manslaughter,yes,grounds/road_maintenance,yes,,,,,
9555,black,never_married,2011,2013,property,nonviolent,no,no_WA,,,,,,
9556,american_indian/alaska_native,never_married,2015,2016,public_order,nonviolent,yes,janitorial,yes,,,,,
9558,black,never_married,1990,2014,violent,other_violent_offense,no,no_WA,,,,,,
9559,black,never_married,2013,2013,drug,nonviolent,no,no_WA,,,,,,
9560,white,married,2016,2016,drug,nonviolent,no,no_WA,,,,,,
9561,white,never_married,2013,2014,violent,murder/manslaughter,yes,general_services,yes,,,,,
9562,other,married,,2012,drug,nonviolent,yes,other,yes,,,,,
9563,black,married,,2016,drug,nonviolent,no,no_WA,,,,,,
9564,white,never_married,2012,2016,drug,nonviolent,no,no_WA,,,,,,
9565,native_hawaiian/pacific_islander,never_married,2011,2015,drug,nonviolent,no,no_WA,,,,,,
9566,white,married,2009,2011,violent,other_violent_offense,no,no_WA,,,,,,
9567,black,never_married,2009,2016,property,nonviolent,yes,other,yes,,,,,
9568,black,never_married,2012,2014,public_order,nonviolent,no,no_WA,,,,,,
9572,black,married,1996,1998,violent,rape,yes,janitorial,yes,,,,,
9573,white,married,2013,2015,drug,nonviolent,yes,farming/forestry/ranching,yes,,,,,
9574,black,never_married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
9576,white,never_married,2015,2015,property,nonviolent,yes,janitorial,yes,,,,,
9577,black,never_married,,2015,violent,other_violent_offense,yes,janitorial,yes,,,,,
9578,white,divorced,2000,2002,drug,nonviolent,no,no_WA,,,,,,
9579,white,married,2012,2012,violent,other_violent_offense,yes,janitorial,yes,,,,,
9581,black,never_married,2013,2016,drug,nonviolent,no,no_WA,,,,,,
9582,black,married,2013,2016,property,nonviolent,yes,food,yes,,,,,
9583,hispanic/latino,never_married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
9584,black,never_married,2015,2015,drug,nonviolent,yes,janitorial,yes,,,,,
9585,black,never_married,2012,2013,drug,nonviolent,yes,janitorial,yes,,,,,
9586,black,married,2014,2014,public_order,nonviolent,yes,janitorial,yes,,,,,
9591,black,never_married,2016,2016,violent,,no,no_WA,,,,,,
9592,other,never_married,2016,2016,violent,other_violent_offense,no,no_WA,,,,,,
9593,white,never_married,2015,2015,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
9594,white,never_married,2011,2013,public_order,nonviolent,yes,goods_production/industries,yes,,,,,
9595,american_indian/alaska_native,married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
9596,american_indian/alaska_native,divorced,2016,2016,drug,nonviolent,no,no_WA,,,,,,
9597,white,never_married,2014,2015,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
9599,black,never_married,2015,2015,,,no,no_WA,,,,,,
9600,white,never_married,2014,2016,property,nonviolent,yes,food,yes,,,,,
9602,white,separated,2010,2012,violent,murder/manslaughter,no,no_WA,,,,,,
9603,black,never_married,2002,2006,drug,nonviolent,yes,other,yes,,,,,
9605,white,never_married,2015,2016,drug,nonviolent,yes,goods_production/industries,yes,,,,,
9606,other,never_married,2014,2014,public_order,nonviolent,yes,food,yes,,,,,
9607,native_hawaiian/pacific_islander,divorced,2002,2003,violent,other_violent_offense,yes,food,yes,,,,,
9608,black,married,,2015,public_order,nonviolent,no,no_WA,,,,,,
9609,hispanic/latino,never_married,2012,2014,violent,murder/manslaughter,no,no_WA,,,,,,
9610,black,never_married,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
9611,black,never_married,2013,2014,public_order,nonviolent,yes,janitorial,yes,,,,,
9612,white,married,2013,2015,public_order,nonviolent,yes,janitorial,yes,,,,,
9613,black,never_married,2002,2002,drug,nonviolent,yes,janitorial,yes,,,,,
9614,white,never_married,1991,1993,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
9615,black,never_married,2014,2015,public_order,nonviolent,yes,general_services,yes,,,,,
9617,black,never_married,2008,2012,violent,murder/manslaughter,no,no_WA,,,,,,
9620,black,never_married,2016,2016,,,yes,general_services,yes,,,,,
9621,black,never_married,1994,2007,violent,rape,no,no_WA,,,,,,
9622,black,never_married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
9623,other,never_married,2014,2014,public_order,nonviolent,yes,general_services,yes,,,,,
9624,white,married,2015,2015,violent,,yes,farming/forestry/ranching,yes,,,,,
9625,white,divorced,2015,2015,property,nonviolent,yes,janitorial,yes,,,,,
9626,black,divorced,2003,2005,violent,rape,yes,general_services,yes,,,,,
9627,white,divorced,2015,2016,property,nonviolent,no,no_WA,,,,,,
9628,american_indian/alaska_native,married,2007,2007,drug,nonviolent,yes,janitorial,yes,,,,,
9629,white,divorced,2016,2016,,,no,no_WA,,,,,,
9630,black,married,1991,1994,violent,murder/manslaughter,yes,general_services,yes,,,,,
9631,white,divorced,2015,2016,drug,nonviolent,no,no_WA,,,,,,
9632,american_indian/alaska_native,never_married,2013,2014,violent,other_violent_offense,no,no_WA,,,,,,
9633,white,divorced,2012,2013,violent,other_violent_offense,yes,other,yes,,,,,
9634,white,never_married,1999,2000,violent,murder/manslaughter,no,no_WA,,,,,,
9635,white,divorced,2000,2002,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
9636,white,never_married,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
9637,american_indian/alaska_native,divorced,2015,2016,violent,other_violent_offense,no,no_WA,,,,,,
9638,white,divorced,2009,2010,violent,other_violent_offense,no,no_WA,,,,,,
9639,black,never_married,2007,2008,violent,other_violent_offense,no,no_WA,,,,,,
9641,black,divorced,2010,2011,violent,other_violent_offense,yes,janitorial,yes,,,,,
9643,black,never_married,2003,2004,violent,other_violent_offense,yes,goods_production/industries,yes,,,,,
9644,black,never_married,2014,2015,drug,nonviolent,yes,laundry,yes,,,,,
9645,american_indian/alaska_native,never_married,2015,2015,public_order,nonviolent,yes,food,yes,,,,,
9646,black,never_married,2016,2016,violent,rape,no,no_WA,,,,,,
9647,other,never_married,1991,1992,violent,murder/manslaughter,yes,janitorial,yes,,,,,
9649,asian,divorced,2009,2009,violent,other_violent_offense,yes,janitorial,yes,,,,,
9650,white,married,2014,2015,drug,nonviolent,yes,general_services,yes,,,,,
9651,american_indian/alaska_native,divorced,2016,2016,drug,nonviolent,no,no_WA,,,,,,
9652,white,never_married,2009,2010,violent,other_violent_offense,yes,janitorial,yes,,,,,
9655,other,never_married,2015,2015,,,yes,general_services,yes,,,,,
9656,other,never_married,2014,2014,violent,,yes,grounds/road_maintenance,yes,,,,,
9657,white,married,,2016,violent,other_violent_offense,yes,janitorial,yes,,,,,
9658,black,divorced,1993,1998,violent,murder/manslaughter,no,no_WA,,,,,,
9660,white,separated,2013,2016,drug,nonviolent,no,no_WA,,,,,,
9661,white,divorced,1987,1987,violent,murder/manslaughter,yes,farming/forestry/ranching,yes,,,,,
9662,other,never_married,2008,2011,public_order,nonviolent,no,no_WA,,,,,,
9663,white,never_married,2016,2016,drug,nonviolent,no,no_WA,,,,,,
9664,,never_married,2014,2016,property,nonviolent,no,no_WA,,,,,,
9666,white,divorced,2008,2009,drug,nonviolent,yes,general_services,yes,,,,,
9667,american_indian/alaska_native,married,2011,2011,violent,murder/manslaughter,yes,janitorial,yes,,,,,
9668,other,never_married,2010,2010,drug,nonviolent,yes,janitorial,yes,,,,,
9669,black,never_married,2011,2011,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
9672,,never_married,2013,2015,violent,other_violent_offense,yes,janitorial,yes,,,,,
9673,white,widowed,,,property,nonviolent,no,no_WA,,,,,,
9674,black,never_married,1994,1999,violent,murder/manslaughter,yes,food,yes,,,,,
9675,black,never_married,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
9676,white,divorced,2015,2015,,,no,no_WA,,,,,,
9677,hispanic/latino,divorced,2008,2012,violent,murder/manslaughter,no,no_WA,,,,,,
9678,black,never_married,2015,2016,public_order,nonviolent,yes,food,yes,,,,,
9679,white,divorced,2005,2006,violent,murder/manslaughter,yes,laundry,yes,,,,,
9680,american_indian/alaska_native,never_married,2015,2015,drug,nonviolent,no,no_WA,,,,,,
9681,hispanic/latino,married,2007,2007,drug,nonviolent,yes,janitorial,yes,,,,,
9682,hispanic/latino,never_married,2010,2010,public_order,nonviolent,no,no_WA,,,,,,
9683,black,never_married,2008,2008,property,nonviolent,yes,food,yes,,,,,
9684,black,divorced,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
9685,hispanic/latino,divorced,1995,1997,violent,,no,no_WA,,,,,,
9686,white,never_married,2013,2014,violent,murder/manslaughter,no,no_WA,,,,,,
9687,hispanic/latino,widowed,2014,2015,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
9688,other,married,2014,,drug,nonviolent,yes,janitorial,yes,,,,,
9689,,never_married,2012,2015,violent,other_violent_offense,no,no_WA,,,,,,
9690,white,married,2011,2011,drug,nonviolent,yes,goods_production/industries,yes,,,,,
9691,white,married,2015,2016,property,nonviolent,yes,food,yes,,,,,
9692,white,separated,2012,2014,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
9693,american_indian/alaska_native,divorced,2011,2013,violent,murder/manslaughter,yes,other,yes,,,,,
9694,white,separated,2014,2015,property,nonviolent,no,no_WA,,,,,,
9695,other,never_married,2013,2014,public_order,nonviolent,yes,janitorial,yes,,,,,
9696,black,never_married,,2016,public_order,nonviolent,yes,janitorial,yes,,,,,
9697,hispanic/latino,never_married,2010,2012,violent,murder/manslaughter,no,no_WA,,,,,,
9698,hispanic/latino,never_married,2014,2015,violent,other_violent_offense,yes,grounds/road_maintenance,yes,,,,,
9699,black,never_married,2013,2015,violent,murder/manslaughter,no,no_WA,,,,,,
9700,white,separated,2016,2016,public_order,nonviolent,no,no_WA,,,,,,
9702,other,never_married,2016,2016,drug,nonviolent,no,no_WA,,,,,,
9703,asian,never_married,2013,2014,drug,nonviolent,yes,general_services,yes,,,,,
9704,other,divorced,2014,2014,violent,other_violent_offense,no,no_WA,,,,,,
9707,white,widowed,2013,2015,violent,rape,no,no_WA,,,,,,
9708,black,never_married,2011,2012,violent,other_violent_offense,yes,food,yes,,,,,
9709,other,married,2002,2004,drug,nonviolent,yes,goods_production/industries,yes,,,,,
9710,black,never_married,2012,2012,violent,other_violent_offense,yes,janitorial,yes,,,,,
9711,white,separated,2015,2016,,,no,no_WA,,,,,,
9712,other,divorced,2000,2001,violent,murder/manslaughter,yes,laundry,yes,,,,,
9713,american_indian/alaska_native,never_married,2006,2007,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
9715,white,never_married,2011,2012,violent,rape,yes,general_services,yes,,,,,
9716,other,married,2014,2015,public_order,nonviolent,yes,janitorial,yes,,,,,
9717,black,never_married,2005,2007,violent,other_violent_offense,yes,janitorial,yes,,,,,
9719,black,never_married,2011,2012,property,nonviolent,no,no_WA,,,,,,
9720,white,married,2015,2016,violent,other_violent_offense,no,no_WA,,,,,,
9721,white,separated,2014,2016,property,nonviolent,yes,janitorial,yes,,,,,
9722,american_indian/alaska_native,divorced,2011,2013,violent,other_violent_offense,yes,janitorial,yes,,,,,
9723,black,never_married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
9724,other,married,2013,2014,violent,other_violent_offense,no,no_WA,,,,,,
9725,american_indian/alaska_native,widowed,1991,1992,violent,murder/manslaughter,yes,grounds/road_maintenance,yes,,,,,
9726,white,never_married,2013,2014,violent,other_violent_offense,yes,food,yes,,,,,
9727,other,married,2009,2010,public_order,nonviolent,no,no_WA,,,,,,
9728,other,widowed,2005,2005,violent,,yes,janitorial,yes,,,,,
9729,other,never_married,2014,2015,violent,rape,yes,janitorial,yes,,,,,
